run,epoch,split,top1,top5,loss,wall_clock_min,lr,optimizer,prec_bits,device,model,batch_size,amp
Shampoo2 AdamW 4-bit,10,train,59.718,88.06,1.3890489859771729,24.101983185609182,0.0009045084971874736,shampoo2-adamw,4,mps,resnet34,256,1
Shampoo2 AdamW 4-bit,10,val,54.35,83.39,1.6732145948410033,24.101983185609182,0.0009045084971874736,shampoo2-adamw,4,mps,resnet34,256,1
Shampoo2 AdamW 4-bit,11,train,62.0,89.478,1.295192265586853,25.532406338055928,0.0008852566213878945,shampoo2-adamw,4,mps,resnet34,256,1
Shampoo2 AdamW 4-bit,11,val,55.26,83.98,1.6266038124084472,25.532406338055928,0.0008852566213878945,shampoo2-adamw,4,mps,resnet34,256,1
Shampoo2 AdamW 4-bit,12,train,64.484,90.678,1.209266635093689,26.934721755981446,0.0008644843137107056,shampoo2-adamw,4,mps,resnet34,256,1
Shampoo2 AdamW 4-bit,12,val,57.7,85.48,1.5628029781341553,26.934721755981446,0.0008644843137107056,shampoo2-adamw,4,mps,resnet34,256,1
Shampoo2 AdamW 4-bit,13,train,66.728,92.012,1.1228635429382323,28.295701384544373,0.0008422735529643443,shampoo2-adamw,4,mps,resnet34,256,1
Shampoo2 AdamW 4-bit,13,val,58.38,85.59,1.5349220203399658,28.295701384544373,0.0008422735529643443,shampoo2-adamw,4,mps,resnet34,256,1
Shampoo2 AdamW 4-bit,14,train,68.732,93.018,1.0371203984832764,29.661522936820983,0.0008187119948743448,shampoo2-adamw,4,mps,resnet34,256,1
Shampoo2 AdamW 4-bit,14,val,58.73,86.25,1.5409992588043213,29.661522936820983,0.0008187119948743448,shampoo2-adamw,4,mps,resnet34,256,1
Shampoo2 AdamW 4-bit,15,train,70.666,93.94,0.9664897484970093,31.002592154343922,0.0007938926261462366,shampoo2-adamw,4,mps,resnet34,256,1
Shampoo2 AdamW 4-bit,15,val,59.58,87.03,1.5099707805633544,31.002592154343922,0.0007938926261462366,shampoo2-adamw,4,mps,resnet34,256,1
Shampoo2 AdamW 4-bit,16,train,72.348,94.636,0.9001202591705322,32.332632672786715,0.0007679133974894982,shampoo2-adamw,4,mps,resnet34,256,1
Shampoo2 AdamW 4-bit,16,val,60.52,87.03,1.4969830112457276,32.332632672786715,0.0007679133974894982,shampoo2-adamw,4,mps,resnet34,256,1
Shampoo2 AdamW 4-bit,17,train,74.59,95.572,0.825037210445404,33.63943350315094,0.0007408768370508576,shampoo2-adamw,4,mps,resnet34,256,1
Shampoo2 AdamW 4-bit,17,val,60.38,86.96,1.5435200769424438,33.63943350315094,0.0007408768370508576,shampoo2-adamw,4,mps,resnet34,256,1
Shampoo2 AdamW 4-bit,18,train,76.25,96.058,0.7649924752998352,34.958658667405444,0.0007128896457825362,shampoo2-adamw,4,mps,resnet34,256,1
Shampoo2 AdamW 4-bit,18,val,62.2,87.5,1.4676289974212646,34.958658667405444,0.0007128896457825362,shampoo2-adamw,4,mps,resnet34,256,1
Shampoo2 AdamW 4-bit,19,train,78.278,96.698,0.6969452690887451,36.26502305269241,0.0006840622763423389,shampoo2-adamw,4,mps,resnet34,256,1
Shampoo2 AdamW 4-bit,19,val,63.63,88.4,1.4191548809051513,36.26502305269241,0.0006840622763423389,shampoo2-adamw,4,mps,resnet34,256,1
Shampoo2 AdamW 4-bit,20,train,80.14,97.462,0.6300678724575043,37.56892300446828,0.0006545084971874735,shampoo2-adamw,4,mps,resnet34,256,1
Shampoo2 AdamW 4-bit,20,val,63.26,88.31,1.4383265392303466,37.56892300446828,0.0006545084971874735,shampoo2-adamw,4,mps,resnet34,256,1
Shampoo2 AdamW 4-bit,21,train,81.934,97.814,0.5713065804862976,38.88394461870193,0.0006243449435824271,shampoo2-adamw,4,mps,resnet34,256,1
Shampoo2 AdamW 4-bit,21,val,64.96,89.12,1.428116404914856,38.88394461870193,0.0006243449435824271,shampoo2-adamw,4,mps,resnet34,256,1
Shampoo2 AdamW 4-bit,22,train,83.754,98.328,0.5141131523323059,40.190230854352315,0.0005936906572928622,shampoo2-adamw,4,mps,resnet34,256,1
Shampoo2 AdamW 4-bit,22,val,65.24,89.37,1.3746244996070862,40.190230854352315,0.0005936906572928622,shampoo2-adamw,4,mps,resnet34,256,1
Shampoo2 AdamW 4-bit,23,train,85.292,98.65,0.4618145359039307,41.50547163883845,0.000562666616782152,shampoo2-adamw,4,mps,resnet34,256,1
Shampoo2 AdamW 4-bit,23,val,64.63,88.92,1.4868684150695801,41.50547163883845,0.000562666616782152,shampoo2-adamw,4,mps,resnet34,256,1
Shampoo2 AdamW 4-bit,24,train,86.69,98.988,0.41174595943450926,42.82538338899612,0.0005313952597646566,shampoo2-adamw,4,mps,resnet34,256,1
Shampoo2 AdamW 4-bit,24,val,64.93,89.11,1.4669151737213135,42.82538338899612,0.0005313952597646566,shampoo2-adamw,4,mps,resnet34,256,1
Shampoo2 AdamW 4-bit,25,train,88.346,99.2,0.36503701376914977,44.15104157129924,0.0004999999999999998,shampoo2-adamw,4,mps,resnet34,256,1
Shampoo2 AdamW 4-bit,25,val,65.58,89.19,1.4752522584915162,44.15104157129924,0.0004999999999999998,shampoo2-adamw,4,mps,resnet34,256,1
Shampoo2 AdamW 4-bit,26,train,89.832,99.45,0.3180024584579468,45.442784770329794,0.00046860474023534314,shampoo2-adamw,4,mps,resnet34,256,1
Shampoo2 AdamW 4-bit,26,val,65.87,88.95,1.4985405834197998,45.442784770329794,0.00046860474023534314,shampoo2-adamw,4,mps,resnet34,256,1
Shampoo2 AdamW 4-bit,27,train,91.028,99.578,0.2782498099708557,46.76255383491516,0.00043733338321784774,shampoo2-adamw,4,mps,resnet34,256,1
Shampoo2 AdamW 4-bit,27,val,66.08,89.35,1.4956943742752076,46.76255383491516,0.00043733338321784774,shampoo2-adamw,4,mps,resnet34,256,1
Shampoo2 AdamW 4-bit,28,train,92.334,99.748,0.24490401663780212,48.05954078833262,0.00040630934270713756,shampoo2-adamw,4,mps,resnet34,256,1
Shampoo2 AdamW 4-bit,28,val,66.7,89.87,1.4758722801208497,48.05954078833262,0.00040630934270713756,shampoo2-adamw,4,mps,resnet34,256,1
Shampoo2 AdamW 4-bit,29,train,93.702,99.826,0.20472562362670899,49.3676078359286,0.00037565505641757246,shampoo2-adamw,4,mps,resnet34,256,1
Shampoo2 AdamW 4-bit,29,val,67.58,89.56,1.5108020238876343,49.3676078359286,0.00037565505641757246,shampoo2-adamw,4,mps,resnet34,256,1
Shampoo2 AdamW 4-bit,30,train,94.612,99.896,0.1773034707927704,50.6911697546641,0.00034549150281252633,shampoo2-adamw,4,mps,resnet34,256,1
Shampoo2 AdamW 4-bit,30,val,67.12,90.05,1.49783190574646,50.6911697546641,0.00034549150281252633,shampoo2-adamw,4,mps,resnet34,256,1
Shampoo2 AdamW 4-bit,31,train,95.598,99.94,0.14686155194759368,52.05622300306956,0.00031593772365766105,shampoo2-adamw,4,mps,resnet34,256,1
Shampoo2 AdamW 4-bit,31,val,67.26,89.47,1.5626736402511596,52.05622300306956,0.00031593772365766105,shampoo2-adamw,4,mps,resnet34,256,1
Shampoo2 AdamW 4-bit,32,train,96.512,99.938,0.12107843148231506,53.455580004056294,0.00028711035421746355,shampoo2-adamw,4,mps,resnet34,256,1
Shampoo2 AdamW 4-bit,32,val,67.41,90.05,1.5725770416259766,53.455580004056294,0.00028711035421746355,shampoo2-adamw,4,mps,resnet34,256,1
Shampoo2 AdamW 4-bit,33,train,96.98,99.972,0.11000971412658692,54.82639302015305,0.0002591231629491422,shampoo2-adamw,4,mps,resnet34,256,1
Shampoo2 AdamW 4-bit,33,val,67.35,89.86,1.5865583654403685,54.82639302015305,0.0002591231629491422,shampoo2-adamw,4,mps,resnet34,256,1
Shampoo2 AdamW 4-bit,34,train,97.622,99.986,0.09062481158971787,56.20279145638148,0.00023208660251050145,shampoo2-adamw,4,mps,resnet34,256,1
Shampoo2 AdamW 4-bit,34,val,67.58,89.91,1.5885676420211792,56.20279145638148,0.00023208660251050145,shampoo2-adamw,4,mps,resnet34,256,1
Shampoo2 AdamW 4-bit,35,train,98.032,99.992,0.07824222984433174,57.57719277143478,0.00020610737385376337,shampoo2-adamw,4,mps,resnet34,256,1
Shampoo2 AdamW 4-bit,35,val,68.05,89.76,1.5859956699371338,57.57719277143478,0.00020610737385376337,shampoo2-adamw,4,mps,resnet34,256,1
Shampoo2 AdamW 4-bit,36,train,98.446,100.0,0.06470971007823945,58.97390366792679,0.00018128800512565502,shampoo2-adamw,4,mps,resnet34,256,1
Shampoo2 AdamW 4-bit,36,val,67.93,90.17,1.6137673112869262,58.97390366792679,0.00018128800512565502,shampoo2-adamw,4,mps,resnet34,256,1
Shampoo2 AdamW 4-bit,37,train,98.836,99.996,0.05291040669679642,60.368523005644484,0.00015772644703565555,shampoo2-adamw,4,mps,resnet34,256,1
Shampoo2 AdamW 4-bit,37,val,68.19,90.0,1.619068062019348,60.368523005644484,0.00015772644703565555,shampoo2-adamw,4,mps,resnet34,256,1
Shampoo2 AdamW 4-bit,38,train,99.07,99.998,0.046591707048416135,61.76591543753942,0.00013551568628929425,shampoo2-adamw,4,mps,resnet34,256,1
Shampoo2 AdamW 4-bit,38,val,68.58,90.12,1.605978946685791,61.76591543753942,0.00013551568628929425,shampoo2-adamw,4,mps,resnet34,256,1
Shampoo2 AdamW 4-bit,39,train,99.21,99.992,0.04065299601316452,63.17758175134659,0.00011474337861210535,shampoo2-adamw,4,mps,resnet34,256,1
Shampoo2 AdamW 4-bit,39,val,68.65,90.25,1.6038031847000123,63.17758175134659,0.00011474337861210535,shampoo2-adamw,4,mps,resnet34,256,1
Shampoo2 AdamW 4-bit,40,train,99.388,99.998,0.03546612617611885,64.58714740276336,9.549150281252626e-05,shampoo2-adamw,4,mps,resnet34,256,1
Shampoo2 AdamW 4-bit,40,val,68.75,90.27,1.6220333293914795,64.58714740276336,9.549150281252626e-05,shampoo2-adamw,4,mps,resnet34,256,1
Shampoo2 AdamW 4-bit,41,train,99.492,99.998,0.030812751438617707,66.01268203655879,7.783603724899252e-05,shampoo2-adamw,4,mps,resnet34,256,1
Shampoo2 AdamW 4-bit,41,val,69.19,90.47,1.6062416467666627,66.01268203655879,7.783603724899252e-05,shampoo2-adamw,4,mps,resnet34,256,1
Shampoo2 AdamW 4-bit,42,train,99.546,100.0,0.02887393052101135,67.41364382108053,6.184665997806817e-05,shampoo2-adamw,4,mps,resnet34,256,1
Shampoo2 AdamW 4-bit,42,val,69.29,90.61,1.595140301132202,67.41364382108053,6.184665997806817e-05,shampoo2-adamw,4,mps,resnet34,256,1
Shampoo2 AdamW 4-bit,43,train,99.612,99.998,0.02614786073923111,68.82212160031001,4.7586473766990294e-05,shampoo2-adamw,4,mps,resnet34,256,1
Shampoo2 AdamW 4-bit,43,val,69.13,90.41,1.6219741247177124,68.82212160031001,4.7586473766990294e-05,shampoo2-adamw,4,mps,resnet34,256,1
Shampoo2 AdamW 4-bit,44,train,99.72,100.0,0.023161539126038553,70.24292168617248,3.5111757055874305e-05,shampoo2-adamw,4,mps,resnet34,256,1
Shampoo2 AdamW 4-bit,44,val,69.39,90.68,1.5788167238235473,70.24292168617248,3.5111757055874305e-05,shampoo2-adamw,4,mps,resnet34,256,1
Shampoo2 AdamW 4-bit,45,train,99.734,100.0,0.021559825102090837,71.65565682252249,2.4471741852423218e-05,shampoo2-adamw,4,mps,resnet34,256,1
Shampoo2 AdamW 4-bit,45,val,69.98,90.87,1.5759037857055664,71.65565682252249,2.4471741852423218e-05,shampoo2-adamw,4,mps,resnet34,256,1
Shampoo2 AdamW 4-bit,46,train,99.752,100.0,0.02064558917284012,73.06370433966319,1.5708419435684507e-05,shampoo2-adamw,4,mps,resnet34,256,1
Shampoo2 AdamW 4-bit,46,val,69.72,90.67,1.585357873725891,73.06370433966319,1.5708419435684507e-05,shampoo2-adamw,4,mps,resnet34,256,1
Shampoo2 AdamW 4-bit,47,train,99.76,100.0,0.01959567628145218,74.44139655431111,8.856374635655634e-06,shampoo2-adamw,4,mps,resnet34,256,1
Shampoo2 AdamW 4-bit,47,val,69.78,90.62,1.5844441884994507,74.44139655431111,8.856374635655634e-06,shampoo2-adamw,4,mps,resnet34,256,1
Shampoo2 AdamW 4-bit,48,train,99.818,100.0,0.018754059084653853,75.83562297026316,3.942649342761115e-06,shampoo2-adamw,4,mps,resnet34,256,1
Shampoo2 AdamW 4-bit,48,val,69.95,90.92,1.5758276639938356,75.83562297026316,3.942649342761115e-06,shampoo2-adamw,4,mps,resnet34,256,1
Shampoo2 AdamW 4-bit,49,train,99.822,100.0,0.018234540112018586,77.29010083675385,9.866357858642198e-07,shampoo2-adamw,4,mps,resnet34,256,1
Shampoo2 AdamW 4-bit,49,val,69.97,90.89,1.5724703002929687,77.29010083675385,9.866357858642198e-07,shampoo2-adamw,4,mps,resnet34,256,1
Shampoo2 AdamW 4-bit,50,train,99.818,100.0,0.01774197322845459,78.71194026867549,0.0,shampoo2-adamw,4,mps,resnet34,256,1
Shampoo2 AdamW 4-bit,50,val,69.97,90.75,1.5745443826675416,78.71194026867549,0.0,shampoo2-adamw,4,mps,resnet34,256,1
